username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude
@jurwidyakop3, 2018-01-08, 04:05, http://e-journal.jurwidyakop3.com/index.php/jurnal-ilmiah/article/view/116/102 … Sutarno FAKTOR-FAKTOR YANG MEMENGARUHI MOTIVASI BEROBAT PENDERITA TUBERKULOSIS DI KOTA PEKALONGAN TAHUN 2012,950111115769364482, , , , , 
@kompasiana, 2018-01-08, 03:45, Antara Tatoo  Tuberkulosis Paru dan Turunnya Kekebalan Seluler https://www.kompasiana.com/posmasiahaan/5a52493bdd0fa82aaa2e91f3/antara-tatoo-tuberkulosis-paru-dan-turunnya-kekebalan-seluler …,950106014002614272, , , , , 
@A_Royiel, 2018-01-07, 22:36, Jual Obat Batuk TBC Paru paru di apotek tapanuli Sumatra | @scoopit http://sco.lt/6CqEF7 ,950028354928996353, , , , , 
@A_Royiel, 2018-01-07, 22:33, Apotik Banda Sumatra selatan Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/6ay8Ib ,950027742829056000, , , , , 
@A_Royiel, 2018-01-07, 22:33, Apotik Banda Sumatra selatan Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/8A2wmf ,950027689125187584, , , , , 
@A_Royiel, 2018-01-07, 22:31, Obat Batuk TBC Paru paru di Banten Tangerang | @scoopit http://sco.lt/7IT9yz ,950027114841100288, , , , , 
@A_Royiel, 2018-01-07, 22:31, Obat Batuk TBC Paru paru di Banten Tangerang | @scoopit http://sco.lt/8gyPs9 ,950027072461852672, , , , , 
@A_Royiel, 2018-01-07, 22:28, Obat Herbal Penyakit Batuk TBC Paru paru Basah di Apotik Sukabumi Jawabarat | @scoopit,950026429755985922, , , , , 
@A_Royiel, 2018-01-07, 22:28, Obat Herbal Penyakit Batuk TBC Paru paru Basah di Apotik Sukabumi Jawabarat | @scoopit http://sco.lt/64Of7h ,950026418171367425, , , , , 
@A_Royiel, 2018-01-07, 22:26, Apotik aceh singkil Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/6cSWjR ,950025817962307584, , , , , 
@A_Royiel, 2018-01-07, 22:26, Apotik aceh singkil Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/8HziQT ,950025810743910401, , , , , 
@A_Royiel, 2018-01-07, 22:23, Obat penyakit Paru paru batuk berdahak darah tuberculosis di Banten jakarta | @scoopit http://sco.lt/689qb3 ,950025192381865984, , , , , 
@A_Royiel, 2018-01-07, 22:23, Obat penyakit Paru paru batuk berdahak darah tuberculosis di Banten jakarta | @scoopit http://sco.lt/5pzWGv ,950025184135835648, , , , , 
@A_Royiel, 2018-01-07, 22:16, Obat Batuk kronis TBC Paru paru Manjur di apotik metro | @scoopit,950023288654389253, , , , , 
@A_Royiel, 2018-01-07, 22:16, Obat Batuk kronis TBC Paru paru Manjur di apotik metro | @scoopit http://sco.lt/79xT85 ,950023229887873025, , , , , 
@A_Royiel, 2018-01-07, 22:11, Obat Batuk berlendir darah TBC Paru paru di palembang | @scoopit http://sco.lt/53AVtp ,950021962843283459, , , , , 
@A_Royiel, 2018-01-07, 22:10, Obat Batuk berlendir darah TBC Paru paru di palembang | @scoopit http://sco.lt/4l0BZh ,950021950302294016, , , , , 
@A_Royiel, 2018-01-07, 22:08, Jual Obat Batuk TBC Paru paru kronis di Aceh | @scoopit http://sco.lt/9AqyMT ,950021318426222592, , , , , 
@A_Royiel, 2018-01-07, 22:06, Obat Herbal Penyakit Batuk TBC Paru paru di apotik medan | @scoopit http://sco.lt/835m65 ,950020721513779201, , , , , 
@A_Royiel, 2018-01-07, 22:06, Obat Herbal Penyakit Batuk TBC Paru paru di apotik medan | @scoopit http://sco.lt/5JLeJV ,950020712869265410, , , , , 
@A_Royiel, 2018-01-07, 22:03, Apotik Bangka belitung Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/5dDZQ1 ,950020063322656768, , , , , 
@A_Royiel, 2018-01-07, 22:01, Harga Obat Batuk darah TBC Paru paru di batam | @scoopit http://sco.lt/7gsfAX ,950019458969559042, , , , , 
@A_Royiel, 2018-01-07, 21:58, Jual Obat Batuk TBC Paru paru di apotek Sumatra | @scoopit http://sco.lt/7tI40n ,950018846278242306, , , , , 
@A_Royiel, 2018-01-07, 21:56, Apotik Banda Aceh Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/8YfeJl ,950018242306854912, , , , , 
@A_Royiel, 2018-01-07, 21:53, Obat Batuk TBC Paru paru di Kerawang | @scoopit http://sco.lt/6SwxsH ,950017567275483136, , , , , 
@A_Royiel, 2018-01-07, 21:51, Obat Herbal Penyakit Batuk TBC Paru paru Basah di Apotik Jakarta | @scoopit,950017035173597184, , , , , 
@A_Royiel, 2018-01-07, 21:51, Obat Herbal Penyakit Batuk TBC Paru paru Basah di Apotik Jakarta | @scoopit http://sco.lt/8ut2IL ,950016968874188800, , , , , 
@A_Royiel, 2018-01-07, 21:48, Apotik Riao Jual Obat Batuk kronis TBC Paru paru | @scoopit http://sco.lt/5kRn8b ,950016355989970944, , , , , 
@A_Royiel, 2018-01-07, 21:46, Obat penyakit Paru paru batuk berdahak darah tuberculosis di jakarta | @scoopit http://sco.lt/6EgtdZ ,950015726043181056, , , , , 
@A_Royiel, 2018-01-07, 21:41, Harga Obat Batuk Kronis Berdahak berdarah Tb Paru paru di Apotik Medan | @scoopit,950014559707975680, , , , , 
@A_Royiel, 2018-01-07, 21:41, Harga Obat Batuk Kronis Berdahak berdarah Tb Paru paru di Apotik Medan | @scoopit http://sco.lt/5sKz8z ,950014408956305408, , , , , 
@A_Royiel, 2018-01-07, 21:38, Apotik Batam Jual Obat Batuk kronis TBC Paru paru herbal alami | @scoopit http://sco.lt/90D0z3 ,950013775582769153, , , , , 
@A_Royiel, 2018-01-07, 21:36, Obat penyakit Paru paru batuk tuberculosis di Lampung dan sekitarnya | @scoopit http://sco.lt/5QntWj ,950013339509411840, , , , , 
@A_Royiel, 2018-01-07, 21:36, Obat penyakit Paru paru batuk tuberculosis di Lampung dan sekitarnya | @scoopit http://sco.lt/71N6Rd ,950013163877085185, , , , , 
@LisaLisoLis, 2018-01-07, 19:00, TBC tuberkulosis ini maksudnya?,949974129888739329, , , , , 
