username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude
@choadachiu, 2018-12-15, 06:58, SORRY AKU BACANYA BER*K...   abisan di tweet sebelumnya kamu mules kak , 1073728998868377600, , , , , 
@bertopikuning, 2018-12-15, 06:56, Rutinitas setiap pagi: mules bisa bolak balik kamar mandi sampe 5 kali, 1073728382834069504, , , , , 
@navynth, 2018-12-15, 06:54, Sakit perut weh padahal udah boker, 1073728007930404864, , , , , 
@andrewsitorus, 2018-12-15, 06:53, Memasuki waktu indonesia bagian perut lapar dan mules bebarengan. , 1073727603976986624, , , , , 
@_ssscar, 2018-12-15, 06:50, Aku sakit perut. Apakah ini efek finale voltron., 1073727008230727681, , , , , 
@rosequartzfairy, 2018-12-15, 06:47, so far  menurut gue getting closer itu ada kaitannya sama   - Oh My! - Don't Wanna Cry - Thanks  sama  Boom Boom.  ini menurut gue ya.  coba kalian liat koreografinya baik-baik  disitu tuh ada bagian meanie part sama koreo yg mirip-mirip dwc.  ntar gue kasih tau ya gue mules, 1073726256934350849, , , , , 
@dapmol, 2018-12-15, 06:47, baru kali ini mens sakit perut sampe bikin kebangun2, 1073726208146173952, , , , , 
@Lilisdaican, 2018-12-15, 06:45, Apa gue doang  yang kalo mau ketemuan suka mendadak mules? Tapi bukan mau boker-_-", 1073725674001620992, , , , , 
@ayabron, 2018-12-15, 06:43, Yalah ssh jnis sik dpt makan jam ahe2 tauk ada sakit perut lepas ya , 1073725139504615429, 13fc663a08fc7a4e, Bintulu, Bintulu Sarawak, 113.47275957662224, 3.1836247
@ayabron, 2018-12-15, 06:42, Sakit perut ntam makan kepsi mlm tdik kah apa tok ohh , 1073725037922775041, 13fc663a08fc7a4e, Bintulu, Bintulu Sarawak, 113.47275957662224, 3.1836247
@Aneenn, 2018-12-15, 06:42, Bangun pagi di mulai dengan laper dan mules   , 1073724891369680896, , , , , 
@hereisneng, 2018-12-15, 06:41, Langsung mules pagi-pagi gue liat ginian hshgshsy , 1073724610753916929, , , , , 
@pojokMoveON, 2018-12-15, 06:37, Tiba-tiba sakit perut abis ngestalk TL mantan :'( #PojokMoveOn, 1073723771385593858, , , , , 
@_awangd, 2018-12-15, 06:37, tiada lah yg lebih nikmat dari bangun tidur  sakit perut  toilet kosong.., 1073723595946262528, , , , , 
@seouleso, 2018-12-15, 06:32, Ga lucu tbtb mules  kaya gini ga ngarep ketemu guo.. kalo rezeki alhandulillah, 1073722545939992576, , , , , 
@prncewgjx, 2018-12-15, 06:32, kalo nginget hamzah knp auto mules gitu dah gua, 1073722326741483520, , , , , 
@pijieeeeee, 2018-12-15, 06:29, Paling tak suka bila pagi pagi sakit perut, 1073721730231721985, , , , , 
@jww_tsundere, 2018-12-15, 06:29, Mules diatu, 1073721674170658816, , , , , 
@pjh2x97, 2018-12-15, 06:29, Jangan nyanyi nanti ayam sakit perut gak bisa berkokok :(, 1073721555723505665, , , , , 
@che_syuhaida, 2018-12-15, 06:23, Over makan lauk kenduri. Haa padan muka. Sakit perut, 1073720229497167872, , , , , 
@fhanani_13, 2018-12-15, 06:22, Ya AllAh sakitnya rasa bila sehari perut kosongsakit perut nak muntah rasa nak pitam semua, 1073719934151143425, e740f759e4819cf4, Sidam Kiri, Sidam Kiri Kedah, 100.58452639890643, 5.5863912
@ENAKROA97, 2018-12-15, 06:17, mules gwa lu manggil oppa :(, 1073718651063132161, , , , , 
@ralienss, 2018-12-15, 06:16, Pepagi dah sakit perut , 1073718372972474368, 299bcf9388bcaef4, Senai Kulai, Senai Kulai Johor, 103.59241874043411, 1.6452027500000002
@gna_taeyong, 2018-12-15, 06:16, Sakit perut., 1073718284992692225, , , , , 
@mhmdrdhzn, 2018-12-15, 06:15, macam mana nak hilangkan sakit perut pagi pagi macam ni, 1073718237076938753, , , , , 
@sosiimago, 2018-12-15, 06:14, Pelajaran hidup  kalo lagi diare ga usah sok2an minum diapet karena jadi mampet beneran  buka kerannya lagi susah, 1073717960005476352, , , , , 
@astrchaeunwoo, 2018-12-15, 06:13, ga bolehh masih pagi nanti sakit perut! yang lain aja, 1073717721177550848, , , , , 
@Audyatamara2, 2018-12-15, 06:02, Mules disaat yg tidak tepat - -, 1073715000286408704, , , , , 
@wulanindrian, 2018-12-15, 06:01, ehanjirr sejak kapan gw wkwkwk mules nih, 1073714684748939264, , , , , 
